emp_no,dept_no,,emp_no,vlookup
298936,d009,,,
298937,d007,,,
298938,d004,,,
298938,d006,,,
298939,d009,,,
298940,d007,,,
298941,d009,,,
298942,d008,,,
298943,d008,,,
298944,d005,,,
298945,d007,,,
298946,d004,,,
298946,d005,,,
298947,d005,,,
298948,d004,,,
298949,d006,,,
298950,d005,,,
298951,d005,,,
298952,d005,,,
298953,d002,,,
298954,d004,,,
298955,d001,,,
298956,d002,,,
298957,d002,,,
298957,d003,,,
298958,d002,,,
298959,d007,,,
298960,d005,,,
298961,d006,,,
298962,d006,,,
298963,d004,,,
298964,d005,,,
298965,d004,,,
298965,d009,,,
298966,d005,,,
298967,d003,,,
298968,d005,,,
298969,d004,,,
298970,d001,,,
298971,d009,,,
298972,d004,,,
298973,d001,,,
298973,d007,,,
298974,d001,,,
298975,d007,,,
298976,d006,,,
298977,d004,,,
298978,d007,,,
298979,d005,,,
298980,d009,,,
298981,d004,,,
298982,d001,,,
298983,d006,,,
298984,d002,,,
298984,d003,,,
298985,d004,,,
298986,d005,,,
298987,d002,,,
298988,d005,,,
298989,d005,,,
298990,d007,,,
298991,d002,,,
298992,d004,,,
298992,d005,,,
298993,d004,,,
298994,d007,,,
298995,d004,,,
298996,d007,,,
298997,d005,,,
298998,d007,,,
298999,d005,,,
299000,d005,,,
299001,d005,,,
299002,d005,,,
299003,d005,,,
299003,d008,,,
299004,d004,,,
299005,d009,,,
299006,d005,,,
299007,d004,,,
299008,d007,,,
299009,d007,,,
299010,d005,,,
299011,d005,,,
299012,d003,,,
299013,d002,,,
299014,d002,,,
299014,d003,,,
299015,d004,,,
299016,d007,,,
299017,d002,,,
299018,d004,,,
299019,d004,,,
299020,d005,,,
299021,d006,,,
299022,d009,,,
299023,d003,,,
299024,d004,,,
299025,d002,,,
299025,d003,,,
299026,d005,,,
299027,d005,,,
299028,d009,,,
299029,d006,,,
299030,d006,,,
299031,d004,,,
299032,d005,,,
299033,d002,,,
299033,d007,,,
299034,d001,,,
299035,d007,,,
299036,d007,,,
299037,d004,,,
299038,d003,,,
299039,d004,,,
299040,d005,,,
299041,d004,,,
299042,d004,,,
299042,d006,,,
299043,d008,,,
299044,d001,,,
299045,d007,,,
299046,d004,,,
299047,d003,,,
299048,d007,,,
299049,d007,,,
299050,d008,,,
299051,d005,,,
299051,d006,,,
299052,d007,,,
299053,d009,,,
299054,d005,,,
299055,d004,,,
299056,d004,,,
299057,d001,,,
299058,d005,,,
299059,d005,,,
299060,d004,,,
299061,d005,,,
299062,d004,,,
299062,d009,,,
299063,d003,,,
299064,d004,,,
299065,d005,,,
299066,d004,,,
299067,d005,,,
299068,d004,,,
299069,d005,,,
299070,d004,,,
299071,d005,,,
299071,d008,,,
299072,d007,,,
299073,d002,,,
299074,d009,,,
299075,d004,,,
299076,d005,,,
299077,d005,,,
299078,d005,,,
299079,d007,,,
299080,d004,,,
299081,d005,,,
299081,d008,,,
299082,d004,,,
299083,d008,,,
299084,d005,,,
299085,d005,,,
299086,d005,,,
299087,d007,,,
299088,d003,,,
299089,d004,,,
299089,d005,,,
299090,d007,,,
299091,d005,,,
299092,d001,,,
299093,d009,,,
299094,d004,,,
299095,d007,,,
299096,d004,,,
299097,d007,,,
299098,d004,,,
299098,d006,,,
299099,d002,,,
299100,d004,,,
299101,d007,,,
299102,d009,,,
299103,d003,,,
299104,d008,,,
299105,d007,,,
299106,d005,,,
299107,d005,,,
299108,d007,,,
299109,d005,,,
299109,d006,,,
299110,d005,,,
299111,d004,,,
299112,d002,,,
299113,d005,,,
299114,d007,,,
299115,d008,,,
299116,d004,,,
299117,d001,,,
299118,d004,,,
299118,d009,,,
299119,d005,,,
299120,d004,,,
299121,d005,,,
299122,d001,,,
299123,d009,,,
299124,d004,,,
299125,d004,,,
299126,d005,,,
299127,d004,,,
299127,d005,,,
299128,d004,,,
299129,d004,,,
299130,d005,,,
299131,d003,,,
299132,d007,,,
299133,d004,,,
299134,d008,,,
299135,d005,,,
299136,d004,,,
299136,d006,,,
299137,d005,,,
299138,d006,,,
299139,d002,,,
299140,d009,,,
299141,d005,,,
299142,d006,,,
299143,d005,,,
299144,d006,,,
299145,d003,,,
299146,d004,,,
299147,d005,,,
299147,d008,,,
299148,d001,,,
299149,d005,,,
299150,d005,,,
299151,d004,,,
299152,d008,,,
299153,d005,,,
299154,d007,,,
299155,d004,,,
299156,d004,,,
299156,d008,,,
299157,d005,,,
299158,d005,,,
299159,d002,,,
299160,d004,,,
299161,d005,,,
299162,d007,,,
299163,d003,,,
299164,d005,,,
299165,d004,,,
299166,d004,,,
299166,d005,,,
299167,d007,,,
299168,d001,,,
299169,d005,,,
299170,d005,,,
299171,d006,,,
299172,d006,,,
299173,d004,,,
299174,d001,,,
299174,d003,,,
299175,d005,,,
299176,d007,,,
299177,d009,,,
299178,d003,,,
299179,d007,,,
299180,d004,,,
299181,d007,,,
299182,d004,,,
299183,d005,,,
299183,d006,,,
299184,d003,,,
299185,d001,,,
299186,d004,,,
299187,d007,,,
299188,d005,,,
299189,d007,,,
299190,d001,,,
299191,d002,,,
299192,d005,,,
299193,d004,,,
299193,d006,,,
299194,d003,,,
299195,d004,,,
299196,d002,,,
299197,d005,,,
299198,d005,,,
299199,d005,,,
299200,d005,,,
299201,d005,,,
299202,d009,,,
299203,d005,,,
299204,d004,,,
299204,d005,,,
299205,d008,,,
299206,d005,,,
299207,d007,,,
299208,d003,,,
299209,d004,,,
299210,d002,,,
299211,d005,,,
299212,d002,,,
299212,d007,,,
299213,d005,,,
299214,d008,,,
299215,d009,,,
299216,d004,,,
299217,d007,,,
299218,d009,,,
299219,d005,,,
299220,d005,,,
299221,d009,,,
299222,d004,,,
299222,d005,,,
299223,d007,,,
299224,d005,,,
299225,d007,,,
299226,d006,,,
299227,d008,,,
299228,d005,,,
299229,d005,,,
299230,d005,,,
299231,d004,,,
299231,d009,,,
299232,d001,,,
299233,d004,,,
299234,d003,,,
299235,d004,,,
299236,d005,,,
299237,d009,,,
299238,d005,,,
299239,d005,,,
299240,d003,,,
299241,d006,,,
299242,d005,,,
299242,d008,,,
299243,d006,,,
299244,d007,,,
299245,d001,,,
299246,d005,,,
299247,d007,,,
299248,d007,,,
299249,d005,,,
299250,d004,,,
299251,d007,,,
299252,d003,,,
299253,d001,,,
299253,d007,,,
299254,d006,,,
299255,d006,,,
299256,d006,,,
299257,d008,,,
299258,d003,,,
299259,d005,,,
299260,d007,,,
299261,d005,,,
299262,d004,,,
299263,d009,,,
299264,d002,,,
299264,d003,,,
299265,d005,,,
299266,d002,,,
299267,d005,,,
299268,d004,,,
299269,d007,,,
299270,d005,,,
299271,d007,,,
299272,d002,,,
299273,d001,,,
299274,d004,,,
299274,d005,,,
299275,d004,,,
299276,d005,,,
299277,d007,,,
299278,d001,,,
299279,d001,,,
299280,d006,,,
299281,d004,,,
299282,d009,,,
299283,d005,,,
299284,d002,,,
299284,d003,,,
299285,d005,,,
299286,d005,,,
299287,d007,,,
299288,d004,,,
299289,d005,,,
299290,d004,,,
299291,d008,,,
299292,d001,,,
299293,d003,,,
299294,d002,,,
299294,d003,,,
299295,d005,,,
299296,d002,,,
299297,d004,,,
299298,d008,,,
299299,d004,,,
299300,d003,,,
299301,d005,,,
299302,d001,,,
299302,d007,,,
299303,d009,,,
299304,d007,,,
299305,d004,,,
299306,d006,,,
299307,d007,,,
299308,d007,,,
299309,d004,,,
299310,d007,,,
299311,d002,,,
299312,d004,,,
299313,d001,,,
299313,d007,,,
299314,d007,,,
299315,d004,,,
299316,d005,,,
299317,d006,,,
299318,d004,,,
299319,d001,,,
299320,d001,,,
299321,d004,,,
299322,d001,,,
299323,d005,,,
299323,d008,,,
299324,d007,,,
299325,d004,,,
299326,d009,,,
299327,d006,,,
299328,d009,,,
299329,d007,,,
299330,d007,,,
299331,d008,,,
299332,d005,,,
299333,d001,,,
299333,d007,,,
299334,d001,,,
299335,d004,,,
299336,d002,,,
299337,d006,,,
299338,d005,,,
299339,d005,,,
299340,d005,,,
299341,d007,,,
299342,d004,,,
299342,d006,,,
299343,d005,,,
299344,d006,,,
299345,d005,,,
299346,d003,,,
299347,d008,,,
299348,d007,,,
299349,d005,,,
299350,d004,,,
299351,d004,,,
299352,d004,,,
299352,d009,,,
299353,d004,,,
299354,d005,,,
299355,d005,,,
299356,d004,,,
299357,d005,,,
299358,d005,,,
299359,d005,,,
299360,d002,,,
299361,d004,,,
299361,d006,,,
299362,d005,,,
299363,d008,,,
299364,d002,,,
299365,d005,,,
299366,d004,,,
299367,d004,,,
299368,d005,,,
299369,d004,,,
299370,d005,,,
299370,d009,,,
299371,d005,,,
299372,d002,,,
299373,d007,,,
299374,d003,,,
299375,d006,,,
299376,d005,,,
299377,d004,,,
299378,d004,,,
299378,d006,,,
299379,d007,,,
299380,d002,,,
299381,d009,,,
299382,d006,,,
299383,d007,,,
299384,d005,,,
299385,d005,,,
299386,d004,,,
299386,d006,,,
299387,d001,,,
299388,d002,,,
299389,d004,,,
299390,d007,,,
299391,d007,,,
299392,d005,,,
299393,d005,,,
299394,d007,,,
299395,d005,,,
299395,d008,,,
299396,d001,,,
299397,d004,,,
299398,d004,,,
299399,d004,,,
299400,d007,,,
299401,d007,,,
299402,d005,,,
299403,d003,,,
299404,d005,,,
299404,d008,,,
299405,d001,,,
299406,d009,,,
299407,d002,,,
299408,d003,,,
299409,d006,,,
299410,d005,,,
299411,d004,,,
299412,d007,,,
299413,d009,,,
299414,d004,,,
299415,d002,,,
299415,d003,,,
299416,d005,,,
299417,d003,,,
299418,d005,,,
299419,d002,,,
299420,d009,,,
299421,d005,,,
299422,d005,,,
299423,d007,,,
299424,d004,,,
299425,d004,,,
299425,d009,,,
299426,d009,,,
299427,d009,,,
299428,d007,,,
299429,d005,,,
299430,d004,,,
299431,d008,,,
299432,d005,,,
299433,d002,,,
299433,d007,,,
299434,d005,,,
299435,d004,,,
299436,d007,,,
299437,d008,,,
299438,d008,,,
299439,d004,,,
299440,d002,,,
299441,d007,,,
299442,d002,,,
299442,d007,,,
299443,d009,,,
299444,d004,,,
299445,d003,,,
299446,d004,,,
299447,d004,,,
299448,d004,,,
299449,d005,,,
299450,d002,,,
299451,d004,,,
299451,d005,,,
299452,d005,,,
299453,d007,,,
299454,d007,,,
299455,d005,,,
299456,d007,,,
299457,d007,,,
299458,d005,,,
299459,d005,,,
299460,d005,,,
299461,d005,,,
299462,d004,,,
299462,d005,,,
299463,d008,,,
299464,d005,,,
299465,d003,,,
299466,d004,,,
299467,d004,,,
299468,d007,,,
299469,d001,,,
299470,d005,,,
299471,d002,,,
299471,d003,,,
299472,d005,,,
299473,d005,,,
299474,d004,,,
299475,d005,,,
299476,d005,,,
299477,d006,,,
299478,d005,,,
299479,d005,,,
299479,d008,,,
299480,d007,,,
299481,d004,,,
299482,d002,,,
299483,d005,,,
299484,d005,,,
299485,d002,,,
299486,d005,,,
299487,d005,,,
299488,d005,,,
299488,d008,,,
299489,d005,,,
299490,d008,,,
299491,d005,,,
299492,d004,,,
299493,d004,,,
299494,d005,,,
299495,d002,,,
299496,d004,,,
299497,d001,,,
299498,d004,,,
299498,d006,,,
299499,d005,,,
299500,d005,,,
299501,d002,,,
299502,d005,,,
299503,d005,,,
299504,d001,,,
299505,d009,,,
299506,d005,,,
299507,d001,,,
299508,d002,,,
299508,d003,,,
299509,d008,,,
299510,d005,,,
299511,d004,,,
299512,d007,,,
299513,d002,,,
299514,d009,,,
299515,d002,,,
299516,d001,,,
299517,d004,,,
299518,d007,,,
299518,d009,,,
299519,d005,,,
299520,d008,,,
299521,d005,,,
299522,d007,,,
299523,d006,,,
299524,d005,,,
299525,d005,,,
299526,d002,,,
299527,d005,,,
299527,d008,,,
299528,d007,,,
299529,d005,,,
299530,d007,,,
299531,d003,,,
299532,d004,,,
299533,d005,,,
299534,d005,,,
299535,d005,,,
299536,d007,,,
299537,d007,,,
299537,d009,,,
299538,d002,,,
299539,d008,,,
299540,d007,,,
299541,d006,,,
299542,d002,,,
299543,d005,,,
299544,d008,,,
299545,d005,,,
299546,d004,,,
299546,d006,,,
299547,d001,,,
299548,d004,,,
299549,d002,,,
299550,d005,,,
299551,d008,,,
299552,d007,,,
299553,d004,,,
299554,d002,,,
299555,d006,,,
299556,d004,,,
299556,d006,,,
299557,d005,,,
299558,d005,,,
299559,d009,,,
299560,d007,,,
299561,d007,,,
299562,d005,,,
299563,d004,,,
299564,d002,,,
299564,d003,,,
299565,d005,,,
299566,d007,,,
299567,d007,,,
299568,d001,,,
299569,d005,,,
299570,d005,,,
299571,d007,,,
299572,d006,,,
299573,d004,,,
299574,d004,,,
299574,d005,,,
299575,d004,,,
299576,d009,,,
299577,d003,,,
299578,d007,,,
299579,d001,,,
299580,d006,,,
299581,d004,,,
299582,d005,,,
299583,d005,,,
299584,d005,,,
299585,d005,,,
299585,d009,,,
299586,d005,,,
299587,d004,,,
299588,d004,,,
299589,d001,,,
299590,d004,,,
299591,d007,,,
299592,d004,,,
299593,d004,,,
299594,d007,,,
299595,d005,,,
299595,d008,,,
299596,d004,,,
299597,d004,,,
299598,d004,,,
299599,d006,,,
299600,d007,,,
299601,d007,,,
299602,d005,,,
299603,d003,,,
299604,d002,,,
299605,d004,,,
299605,d005,,,
299606,d009,,,
299607,d003,,,
299608,d007,,,
299609,d006,,,
299610,d005,,,
299611,d001,,,
299612,d005,,,
299613,d007,,,
299614,d005,,,
299614,d008,,,
299615,d003,,,
299616,d004,,,
299617,d005,,,
299618,d008,,,
299619,d007,,,
299620,d008,,,
299621,d007,,,
299622,d003,,,
299623,d001,,,
299623,d009,,,
299624,d007,,,
299625,d001,,,
299626,d005,,,
299627,d006,,,
299628,d007,,,
299629,d007,,,
299630,d005,,,
299631,d004,,,
299632,d007,,,
299633,d004,,,
299633,d005,,,
299634,d007,,,
299635,d004,,,
299636,d007,,,
299637,d005,,,
299638,d005,,,
299639,d005,,,
299640,d002,,,
299641,d001,,,
299641,d003,,,
299642,d007,,,
299643,d007,,,
299644,d004,,,
299645,d007,,,
299646,d002,,,
299647,d008,,,
299648,d007,,,
299649,d005,,,
299650,d004,,,
299650,d005,,,
299651,d004,,,
299652,d007,,,
299653,d005,,,
299654,d005,,,
299655,d005,,,
299656,d007,,,
299657,d005,,,
299658,d001,,,
299658,d007,,,
299659,d005,,,
299660,d004,,,
299661,d002,,,
299662,d006,,,
299663,d005,,,
299664,d004,,,
299665,d001,,,
299666,d004,,,
299667,d004,,,
299667,d005,,,
299668,d001,,,
299669,d005,,,
299670,d006,,,
299671,d009,,,
299672,d005,,,
299673,d007,,,
299674,d001,,,
299675,d007,,,
299675,d009,,,
299676,d007,,,
299677,d005,,,
299678,d004,,,
299679,d005,,,
299680,d007,,,
299681,d003,,,
299682,d004,,,
299683,d004,,,
299683,d006,,,
299684,d006,,,
299685,d005,,,
299686,d005,,,
299687,d005,,,
299688,d005,,,
299689,d001,,,
299690,d001,,,
299691,d004,,,
299692,d007,,,
299693,d001,,,
299693,d003,,,
299694,d002,,,
299695,d007,,,
299696,d003,,,
299697,d003,,,
299698,d006,,,
299699,d005,,,
299700,d006,,,
299701,d005,,,
299702,d001,,,
299702,d003,,,
299703,d009,,,
299704,d005,,,
299705,d004,,,
299706,d009,,,
299707,d005,,,
299708,d007,,,
299709,d007,,,
299710,d005,,,
299711,d009,,,
299712,d005,,,
299712,d008,,,
299713,d005,,,
299714,d003,,,
299715,d002,,,
299716,d009,,,
299717,d004,,,
299718,d008,,,
299719,d003,,,
299720,d007,,,
299721,d002,,,
299721,d007,,,
299722,d007,,,
299723,d005,,,
299724,d009,,,
299725,d005,,,
299726,d002,,,
299727,d007,,,
299728,d004,,,
299729,d007,,,
299730,d006,,,
299731,d002,,,
299732,d004,,,
299732,d009,,,
299733,d005,,,
299734,d003,,,
299735,d003,,,
299736,d007,,,
299737,d007,,,
299738,d007,,,
299739,d005,,,
299740,d009,,,
299741,d005,,,
299742,d008,,,
299743,d004,,,
299743,d005,,,
299744,d001,,,
299745,d002,,,
299746,d005,,,
299747,d004,,,
299748,d006,,,
299749,d002,,,
299750,d004,,,
299751,d005,,,
299751,d008,,,
299752,d005,,,
299753,d004,,,
299754,d005,,,
299755,d004,,,
299756,d004,,,
299757,d006,,,
299758,d008,,,
299759,d004,,,
299760,d001,,,
299760,d003,,,
299761,d005,,,
299762,d009,,,
299763,d005,,,
299764,d005,,,
299765,d004,,,
299766,d004,,,
299767,d005,,,
299768,d004,,,
299769,d002,,,
299769,d007,,,
299770,d005,,,
299771,d009,,,
299772,d005,,,
299773,d009,,,
299774,d006,,,
299775,d009,,,
299776,d005,,,
299777,d003,,,
299778,d004,,,
299779,d008,,,
299780,d002,,,
299780,d007,,,
299781,d002,,,
299782,d004,,,
299783,d007,,,
299784,d001,,,
299785,d001,,,
299786,d007,,,
299787,d004,,,
299788,d001,,,
299789,d004,,,
299789,d009,,,
299790,d008,,,
299791,d005,,,
299792,d002,,,
299793,d002,,,
299794,d007,,,
299795,d005,,,
299796,d007,,,
299797,d007,,,
299798,d006,,,
299799,d008,,,
299800,d004,,,
299800,d009,,,
299801,d009,,,
299802,d003,,,
299803,d002,,,
299804,d005,,,
299805,d007,,,
299806,d009,,,
299807,d005,,,
299808,d007,,,
299809,d005,,,
299810,d007,,,
299811,d001,,,
299811,d007,,,
299812,d004,,,
299813,d004,,,
299814,d007,,,
299815,d002,,,
299816,d002,,,
299817,d002,,,
299818,d003,,,
299819,d008,,,
299820,d004,,,
299821,d004,,,
299821,d009,,,
299822,d007,,,
299823,d001,,,
299824,d001,,,
299825,d009,,,
299826,d005,,,
299827,d007,,,
299828,d005,,,
299829,d007,,,
299830,d001,,,
299830,d009,,,
299831,d004,,,
299832,d007,,,
299833,d005,,,
299834,d002,,,
299835,d005,,,
299836,d006,,,
299837,d004,,,
299838,d009,,,
299839,d004,,,
299840,d004,,,
299840,d005,,,
299841,d008,,,
299842,d005,,,
299843,d006,,,
299844,d005,,,
299845,d004,,,
299846,d007,,,
299847,d008,,,
299848,d005,,,
299849,d004,,,
299850,d004,,,
299851,d005,,,
299851,d006,,,
299852,d003,,,
299853,d007,,,
299854,d004,,,
299855,d006,,,
299856,d007,,,
299857,d004,,,
299858,d004,,,
299859,d004,,,
299860,d009,,,
299861,d003,,,
299862,d005,,,
299862,d006,,,
299863,d007,,,
299864,d002,,,
299865,d001,,,
299866,d002,,,
299867,d005,,,
299868,d005,,,
299869,d004,,,
299870,d003,,,
299871,d008,,,
299872,d004,,,
299873,d004,,,
299873,d006,,,
299874,d009,,,
299875,d008,,,
299876,d008,,,
299877,d005,,,
299878,d005,,,
299879,d007,,,
299880,d005,,,
299881,d008,,,
299882,d004,,,
299882,d005,,,
299883,d003,,,
299884,d005,,,
299885,d004,,,
299886,d005,,,
299887,d005,,,
299888,d003,,,
299889,d005,,,
299890,d001,,,
299891,d008,,,
299892,d008,,,
299893,d001,,,
299893,d007,,,
299894,d005,,,
299895,d008,,,
299896,d007,,,
299897,d005,,,
299898,d001,,,
299899,d005,,,
299900,d003,,,
299901,d005,,,
299902,d007,,,
299903,d002,,,
299903,d007,,,
299904,d007,,,
299905,d005,,,
299906,d002,,,
299907,d004,,,
299908,d001,,,
299909,d007,,,
299910,d005,,,
299911,d004,,,
299911,d006,,,
299912,d007,,,
299913,d002,,,
299914,d004,,,
299915,d005,,,
299916,d005,,,
299917,d004,,,
299918,d004,,,
299919,d005,,,
299920,d005,,,
299920,d008,,,
299921,d009,,,
299922,d005,,,
299923,d004,,,
299924,d008,,,
299925,d007,,,
299926,d005,,,
299927,d007,,,
299928,d005,,,
299929,d009,,,
299930,d005,,,
299930,d008,,,
299931,d008,,,
299932,d004,,,
299933,d005,,,
299934,d001,,,
299935,d005,,,
299936,d001,,,
299937,d004,,,
299938,d005,,,
299939,d005,,,
299940,d005,,,
299940,d008,,,
299941,d003,,,
299942,d003,,,
299943,d005,,,
299944,d007,,,
299945,d004,,,
299946,d004,,,
299947,d007,,,
299948,d006,,,
299949,d007,,,
299949,d009,,,
299950,d005,,,
299951,d004,,,
299952,d004,,,
299953,d005,,,
299954,d004,,,
299955,d006,,,
299956,d005,,,
299957,d001,,,
299957,d007,,,
299958,d005,,,
299959,d002,,,
299960,d008,,,
299961,d002,,,
299962,d009,,,
299963,d007,,,
299964,d005,,,
299965,d009,,,
299966,d005,,,
299966,d008,,,
299967,d008,,,
299968,d005,,,
299969,d009,,,
299970,d007,,,
299971,d004,,,
299972,d007,,,
299973,d009,,,
299974,d005,,,
299975,d007,,,
299975,d009,,,
299976,d003,,,
299977,d007,,,
299978,d004,,,
299979,d007,,,
299980,d009,,,
299981,d008,,,
299982,d002,,,
299983,d005,,,
299984,d004,,,
299984,d009,,,
299985,d006,,,
299986,d007,,,
299987,d005,,,
299988,d005,,,
299989,d009,,,
299990,d006,,,
299991,d005,,,
299992,d007,,,
299993,d005,,,
299994,d007,,,
299995,d004,,,
299995,d005,,,
299996,d007,,,
299997,d005,,,
299998,d005,,,
299999,d003,,,
400000,d007,,,
400001,d007,,,
400002,d004,,,
400003,d005,,,
400004,d006,,,
400005,d004,,,
400006,d001,,,
400007,d004,,,
400008,d004,,,
400008,d006,,,
400009,d006,,,
400010,d005,,,
400011,d009,,,
400012,d002,,,
400013,d004,,,
400014,d004,,,
400015,d005,,,
400016,d005,,,
400017,d008,,,
400018,d007,,,
400019,d004,,,
400019,d005,,,
400020,d005,,,
400021,d005,,,
400022,d003,,,
400023,d007,,,
400024,d005,,,
400025,d005,,,
400026,d004,,,
400027,d007,,,
400028,d004,,,
400028,d006,,,
400029,d004,,,
400030,d009,,,
400031,d003,,,
400032,d005,,,
400033,d005,,,
400034,d005,,,
400035,d005,,,
400036,d005,,,
400037,d002,,,
400037,d003,,,
400038,d005,,,
400039,d004,,,
400040,d001,,,
400041,d007,,,
400042,d009,,,
400043,d005,,,
400044,d004,,,
400045,d005,,,
400046,d005,,,
400046,d008,,,
400047,d007,,,
400048,d005,,,
400049,d005,,,
400050,d004,,,
400051,d002,,,
400052,d004,,,
400053,d004,,,
400054,d005,,,
400054,d009,,,
400055,d005,,,
400056,d005,,,
400057,d007,,,
400058,d007,,,
400059,d008,,,
400060,d009,,,
400061,d005,,,
400062,d005,,,
400063,d005,,,
400064,d004,,,
400064,d005,,,
400065,d007,,,
400066,d005,,,
400067,d001,,,
400068,d004,,,
400069,d005,,,
400070,d007,,,
400071,d005,,,
400072,d002,,,
400073,d005,,,
400074,d005,,,
400074,d008,,,
400075,d002,,,
